name,school,conference,position,height,weight,pts,reb,ast,stl,blk,to,min,gp,fg_pct,three_pct,ft_pct,year_label
Aden Holloway,Alabama,SEC,PG,6-1,180,17.0,2.6,3.9,0.6,0.0,1.5,28.5,21,0.479,0.444,0.827,Jr
Aiden Sherrell,Alabama,SEC,PF,6-10,255,10.5,5.7,0.9,0.5,2.4,0.8,22.3,24,0.537,0.302,0.701,So
Amari Allen,Alabama,SEC,PF,6-8,205,11.5,7.5,3.6,1.2,0.8,1.5,28.4,22,0.458,0.376,0.731,Fr
Davion Hannah,Alabama,SEC,SG,6-6,190,3.3,1.9,0.8,0.7,0.2,1.0,12.7,10,0.462,0.364,0.625,Fr
Houston Mallette,Alabama,SEC,SG,6-5,202,7.2,4.4,1.1,0.8,0.0,0.5,23.5,25,0.372,0.339,0.879,Sr
Jalil Bethea,Alabama,SEC,SG,6-5,190,5.4,2.0,0.7,0.2,0.1,0.5,9.5,16,0.41,0.333,0.852,So
Keitenn Bristow,Alabama,SEC,PF,6-10,205,3.6,4.0,0.5,0.6,0.6,0.8,12.5,10,0.364,0.111,0.733,So
Labaron Philon Jr.,Alabama,SEC,SG,6-4,185,21.3,3.5,4.9,1.3,0.3,2.7,30.0,24,0.507,0.396,0.777,So
Latrell Wrightsell,Alabama,SEC,SG,6-3,195,12.6,2.6,2.1,0.9,0.1,0.8,26.2,17,0.394,0.361,0.792,Sr
London Jemison,Alabama,SEC,PF,6-8,205,6.1,3.4,0.3,0.6,0.4,0.4,14.8,23,0.426,0.354,0.605,Fr
Noah Williamson,Alabama,SEC,C,7-0,255,1.2,1.6,0.4,0.4,0.4,0.5,8.5,23,0.278,0.1,0.625,Sr
Taylor Bol Bowen,Alabama,SEC,PF,6-10,202,7.2,5.1,0.5,0.4,1.1,0.8,20.1,20,0.407,0.296,0.875,Jr
Anthony Dell'Orso,Arizona,Big 12,SG,6-6,205,8.0,2.0,2.4,0.9,0.2,1.4,20.8,25,0.384,0.297,0.86,Sr
Brayden Burries,Arizona,Big 12,SG,6-4,205,15.7,4.7,2.6,1.6,0.2,1.4,29.1,25,0.5,0.373,0.796,Fr
Dwayne Aristode,Arizona,Big 12,PF,6-8,220,4.7,2.0,0.8,0.5,0.1,0.5,15.5,24,0.481,0.439,0.588,Fr
Ivan Kharchenkov,Arizona,Big 12,PF,6-7,220,9.7,3.6,2.2,1.6,0.4,1.2,26.2,25,0.487,0.292,0.725,Fr
Jaden Bradley,Arizona,Big 12,SG,6-3,200,13.4,3.4,4.4,1.8,0.0,1.6,29.2,25,0.487,0.4,0.798,Sr
Koa Peat,Arizona,Big 12,PF,6-8,235,13.8,5.4,2.6,0.7,0.7,1.7,27.0,25,0.542,0.333,0.606,Fr
Motiejus Krivas,Arizona,Big 12,C,7-2,260,11.1,8.7,1.1,0.7,1.9,1.6,24.6,25,0.594,0.333,0.792,Jr
Tobe Awaka,Arizona,Big 12,PF,6-8,255,10.0,9.7,1.0,0.3,0.7,1.2,21.2,25,0.605,0.625,0.653,Sr
Adante' Holiman,Arizona State,Big 12,PG,5-11,175,16.9,2.2,2.3,1.2,0.2,1.7,30.2,25,0.418,0.386,0.8,Sr
Allen Mukeba,Arizona State,Big 12,PF,6-8,247,5.9,3.7,0.8,0.8,1.0,1.0,16.9,25,0.551,0.25,0.519,Sr
Andrija Grbović,Arizona State,Big 12,PF,6-11,207,7.3,3.2,0.4,0.5,0.2,0.5,20.1,25,0.405,0.361,0.778,Jr
Anthony Johnson,Arizona State,Big 12,SG,6-3,175,13.2,3.1,1.8,1.2,0.3,2.1,24.3,25,0.444,0.349,0.76,Sr
Bryce Ford,Arizona State,Big 12,SG,6-4,190,7.2,1.7,0.8,0.4,0.1,0.6,23.2,21,0.388,0.329,0.75,Jr
Marcus Adams Jr.,Arizona State,Big 12,PF,6-8,195,3.6,2.4,0.2,0.2,0.3,0.5,11.8,14,0.341,0.296,0.7,Jr
Massamba Diop,Arizona State,Big 12,C,7-1,230,13.9,5.9,1.1,0.7,2.1,1.6,29.0,25,0.591,0.25,0.746,Fr
Maurice Odum,Arizona State,Big 12,PG,6-2,160,17.0,3.0,6.0,1.5,0.0,3.1,33.7,25,0.397,0.379,0.833,Sr
Noah Meeusen,Arizona State,Big 12,SG,6-5,209,6.4,3.0,2.5,1.5,0.2,1.3,26.5,22,0.423,0.338,0.848,So
Santiago Trouet,Arizona State,Big 12,PF,6-11,218,7.7,5.6,0.9,0.7,0.6,0.7,25.1,23,0.456,0.15,0.75,So
Billy Richmond III,Arkansas,SEC,SG,6-6,205,9.6,3.7,1.8,0.8,0.7,1.1,23.6,25,0.588,0.222,0.76,So
D.J. Wagner,Arkansas,SEC,SG,6-4,190,7.1,1.2,2.4,1.0,0.3,0.7,22.6,23,0.409,0.333,0.757,Jr
Darius Acuff Jr.,Arkansas,SEC,SG,6-3,190,21.2,2.9,6.3,0.7,0.4,2.0,34.0,25,0.503,0.432,0.782,Fr
Isaiah Sealy,Arkansas,SEC,SG,6-7,195,3.9,1.6,0.8,0.4,0.3,0.3,8.5,13,0.5,0.0,0.75,Fr
Karter Knox,Arkansas,SEC,SG,6-6,220,8.1,4.5,1.2,0.7,0.5,1.0,22.2,22,0.46,0.377,0.727,So
Malique Ewin,Arkansas,SEC,PF,6-10,240,9.4,4.7,0.8,0.6,1.0,1.1,18.0,25,0.624,0.667,0.71,Sr
Meleek Thomas,Arkansas,SEC,SG,6-5,185,15.0,3.7,2.7,1.5,0.1,0.9,28.2,25,0.421,0.385,0.826,Fr
Nick Pringle,Arkansas,SEC,PF,6-10,230,5.2,4.4,0.7,0.4,0.5,0.9,20.2,25,0.712,0.0,0.625,Sr
Trevon Brazile,Arkansas,SEC,PF,6-10,230,12.8,7.2,1.5,1.6,1.7,1.2,30.0,24,0.535,0.367,0.735,Sr
Abdul Bashir,Auburn,SEC,SG,6-7,165,2.0,0.5,0.5,0.2,0.0,0.5,8.8,6,0.267,0.154,1.0,Jr
Elyjah Freeman,Auburn,SEC,SG,6-8,185,9.2,4.8,1.2,1.2,0.5,1.2,25.2,25,0.448,0.328,0.701,So
Emeka Opurum,Auburn,SEC,C,7-0,205,3.8,2.5,0.2,0.3,1.0,0.0,9.5,6,0.769,0.0,0.5,So
Filip Jović,Auburn,SEC,PF,6-8,225,6.2,4.2,0.3,0.5,0.4,0.6,17.6,24,0.64,0.0,0.557,Fr
Kaden Magwood,Auburn,SEC,PG,6-2,175,3.3,1.1,1.9,0.5,0.1,0.7,10.5,15,0.377,0.28,1.0,Fr
KeShawn Murphy,Auburn,SEC,PF,6-10,230,11.0,7.0,1.2,0.9,0.9,0.7,24.1,23,0.573,0.344,0.73,Sr
Kevin Overton,Auburn,SEC,SG,6-5,200,12.2,3.3,1.1,1.3,0.1,1.0,30.1,25,0.406,0.351,0.869,Jr
Keyshawn Hall,Auburn,SEC,PF,6-7,225,20.7,6.8,2.7,0.9,0.8,2.4,33.0,23,0.455,0.406,0.854,Sr
Sebastian Williams-Adams,Auburn,SEC,PF,6-8,230,7.6,3.5,1.7,1.3,0.8,1.2,28.0,25,0.54,0.28,0.495,Fr
Tahaad Pettiford,Auburn,SEC,PG,6-1,170,14.7,2.9,3.6,0.8,0.6,2.2,31.8,25,0.385,0.278,0.843,So
AJ Dybantsa,BYU,Big 12,PF,6-9,200,24.4,6.6,3.8,1.2,0.4,2.9,33.2,25,0.536,0.359,0.751,Fr
Abdullah Ahmed,BYU,Big 12,C,6-10,220,1.9,3.8,0.6,0.2,2.0,0.5,14.0,12,0.563,0.0,0.5,So
Dawson Baker,BYU,Big 12,SG,6-4,190,7.5,1.7,0.5,0.5,0.0,0.8,19.8,6,0.452,0.474,0.889,Sr
Keba Keita,BYU,Big 12,PF,6-8,231,6.4,7.1,0.3,1.0,1.8,0.7,21.3,23,0.639,0.0,0.545,Sr
Kennard Davis Jr.,BYU,Big 12,SF,6-6,215,7.2,2.7,1.3,1.2,0.1,0.8,28.3,22,0.365,0.288,0.765,Jr
Khadim Mboup,BYU,Big 12,PF,6-9,200,2.3,5.0,0.5,0.6,0.7,0.7,15.1,24,0.444,0.222,0.333,Fr
Mihailo Bošković,BYU,Big 12,PF,6-10,200,3.3,2.0,0.8,0.2,0.5,0.6,12.3,24,0.453,0.333,0.75,Sr
Nate Pickens,BYU,Big 12,SG,6-3,200,9.8,3.5,2.1,0.8,0.4,1.5,27.3,33,0.395,0.392,0.759,Sr
Richie Saunders,BYU,Big 12,SG,6-5,200,18.0,5.8,2.1,1.7,0.3,1.6,31.4,25,0.489,0.376,0.817,Sr
Robert Wright III,BYU,Big 12,PG,6-1,183,18.7,3.7,4.9,1.2,0.0,2.3,34.4,25,0.488,0.461,0.802,So
Tyler Mrus,BYU,Big 12,PF,6-7,205,2.2,1.0,0.3,0.2,0.0,0.2,10.1,21,0.326,0.31,0.857,Jr
Caden Powell,Baylor,Big 12,C,6-9,224,6.7,6.6,1.3,0.5,1.1,1.2,23.5,25,0.64,0.0,0.654,Sr
Cameron Carr,Baylor,Big 12,SG,6-5,175,19.2,5.8,2.8,0.8,1.4,2.3,33.1,25,0.509,0.4,0.777,So
Dan Skillings Jr.,Baylor,Big 12,SG,6-6,210,10.2,6.5,2.4,1.1,0.2,1.6,27.1,20,0.447,0.298,0.673,Sr
Isaac Williams IV,Baylor,Big 12,PG,6-1,192,9.8,2.2,2.8,0.7,0.6,1.5,23.3,25,0.563,0.471,0.676,So
James Nnaji,Baylor,Big 12,C,7-0,250,1.7,2.8,0.2,0.2,0.4,0.5,10.3,12,0.778,0.0,0.6,Fr
Juslin Bodo Bodo,Baylor,Big 12,C,6-11,231,5.3,8.4,0.2,0.6,1.4,0.7,21.7,35,0.643,0.0,0.534,Jr
Michael Rataj,Baylor,Big 12,SG,6-8,230,8.2,5.4,2.2,0.6,0.4,1.5,26.5,25,0.425,0.222,0.697,Sr
Obi Agbim,Baylor,Big 12,SG,6-3,183,11.1,2.4,3.2,0.8,0.1,1.1,33.0,24,0.374,0.37,0.882,Sr
Tounde Yessoufou,Baylor,Big 12,SG,6-5,215,18.4,5.7,1.7,2.1,0.6,2.0,31.8,25,0.479,0.319,0.786,Fr
Aidan Shaw,Boston College,ACC,SG,6-9,210,3.9,6.2,0.7,0.5,1.2,0.9,25.5,25,0.458,0.077,0.583,Sr
Boden Kapke,Boston College,ACC,PF,6-11,255,9.8,5.8,0.8,0.4,0.4,1.3,26.0,25,0.472,0.303,0.702,Jr
Caleb Steger,Boston College,ACC,SG,6-5,180,3.4,1.2,0.2,0.2,0.1,0.5,11.3,25,0.352,0.321,0.667,Fr
Chase Forte,Boston College,ACC,SG,6-4,190,5.6,2.0,2.6,1.0,0.3,1.4,21.2,25,0.338,0.242,0.59,Sr
Donald Hand Jr.,Boston College,ACC,SG,6-5,210,13.8,5.0,1.4,0.5,0.1,1.8,33.2,24,0.336,0.233,0.713,Jr
Fred Payne,Boston College,ACC,PG,6-1,185,15.0,3.8,2.8,0.9,0.2,1.5,34.3,25,0.405,0.323,0.772,So
Jayden Hastings,Boston College,ACC,PF,6-9,240,6.6,5.8,0.7,0.6,1.7,1.0,22.2,25,0.606,0.0,0.493,So
Luka Toews,Boston College,ACC,PG,6-1,190,6.7,1.1,2.0,0.4,0.2,1.1,20.2,23,0.465,0.45,0.6,So
Marko Radunovic,Boston College,ACC,SG,6-6,205,2.2,1.8,0.2,0.1,0.1,0.8,9.2,18,0.25,0.231,0.7,Fr
Azavier Robinson,Butler,Big East,PG,6-2,195,6.1,1.9,2.5,1.5,0.3,1.9,18.3,22,0.47,0.433,0.711,Fr
Drayton Jones,Butler,Big East,C,6-11,250,6.9,4.7,1.2,0.5,0.9,0.6,19.7,26,0.596,0.0,0.726,Jr
Efeosa Oliogu-Elabor,Butler,Big East,SF,6-6,220,3.8,2.1,1.8,0.6,0.2,1.5,14.3,19,0.329,0.143,0.568,Fr
Evan Haywood,Butler,Big East,SG,6-4,200,7.5,1.9,1.3,0.5,0.1,0.4,19.7,26,0.367,0.37,0.75,So
Finley Bizjack,Butler,Big East,SG,6-4,190,17.4,2.1,2.4,0.8,0.1,1.6,33.2,25,0.442,0.364,0.856,Jr
Jack McCaffery,Butler,Big East,PF,6-9,215,2.8,1.6,0.4,0.2,0.2,0.4,9.6,9,0.4,0.214,0.75,Fr
Jalen Jackson,Butler,Big East,PG,6-2,200,9.5,3.5,3.8,1.3,0.2,3.0,22.5,6,0.512,0.4,0.579,Sr
Jamie Kaiser Jr.,Butler,Big East,SG,6-6,205,9.6,4.3,1.0,1.3,0.1,0.7,28.3,24,0.447,0.344,0.722,So
Michael Ajayi,Butler,Big East,PF,6-7,235,15.7,11.3,3.2,1.2,1.0,2.7,33.5,26,0.445,0.268,0.645,Sr
Yame Butler,Butler,Big East,SG,6-5,210,4.1,1.3,1.5,0.4,0.2,0.7,13.6,25,0.435,0.286,0.704,Sr
Yohan Traore,Butler,Big East,PF,6-11,240,7.3,3.0,0.7,0.3,0.3,0.6,19.1,26,0.537,0.222,0.652,Sr
Baba Miller,Cincinnati,Big 12,PF,6-11,225,13.7,10.4,3.2,0.9,1.4,2.0,31.3,24,0.528,0.146,0.664,Sr
Day Day Thomas,Cincinnati,Big 12,PG,6-1,190,11.1,3.2,3.7,0.9,0.5,1.8,29.4,26,0.379,0.396,0.907,Sr
Halvine Dzellat,Cincinnati,Big 12,C,6-10,240,2.3,2.1,0.1,0.2,0.1,0.4,8.8,21,0.543,0.0,0.688,So
Jalen Celestine,Cincinnati,Big 12,SG,6-7,220,7.1,3.0,1.2,0.8,0.2,0.6,21.7,25,0.391,0.375,0.611,Sr
Jalen Haynes,Cincinnati,Big 12,PF,6-8,250,14.1,6.9,1.4,0.8,0.6,2.5,25.7,36,0.554,0.176,0.604,Sr
Jizzle James,Cincinnati,Big 12,SG,6-3,205,11.4,2.4,2.3,0.7,0.1,1.9,30.2,16,0.438,0.438,0.778,Jr
Jordi Rodriguez,Cincinnati,Big 12,SG,6-6,195,2.3,1.1,0.5,0.2,0.0,0.3,8.1,15,0.286,0.276,0.6,Fr
Kerr Kriisa,Cincinnati,Big 12,SG,6-3,185,5.8,1.3,3.0,0.4,0.1,1.3,20.9,19,0.333,0.32,0.75,Sr
Keyshuan Tillery,Cincinnati,Big 12,PG,6-0,190,3.3,1.1,1.4,0.5,0.1,1.2,10.5,24,0.403,0.344,0.7,Fr
Moustapha Thiam,Cincinnati,Big 12,C,7-2,250,11.2,6.2,0.5,0.9,1.6,1.4,25.5,24,0.539,0.207,0.618,So
Sencire Harris,Cincinnati,Big 12,SG,6-4,180,6.7,2.9,1.5,1.2,0.2,0.9,18.7,24,0.386,0.172,0.632,Jr
Shon Abaev,Cincinnati,Big 12,SG,6-8,210,8.0,3.0,1.2,0.4,0.2,1.4,17.7,20,0.329,0.247,0.649,Fr
Tyler McKinley,Cincinnati,Big 12,PF,6-9,245,2.0,2.5,0.7,0.4,0.2,0.5,13.5,21,0.541,0.0,0.222,Fr
Ace Buckner,Clemson,ACC,SG,6-3,170,7.8,2.5,1.6,0.7,0.1,1.0,17.5,26,0.453,0.29,0.82,Fr
Butta Johnson,Clemson,ACC,SG,6-4,180,5.3,2.1,0.8,0.5,0.1,0.4,18.6,26,0.378,0.359,0.833,Sr
Carter Welling,Clemson,ACC,PF,6-10,225,10.5,5.7,1.3,0.8,0.7,1.4,21.3,26,0.492,0.261,0.703,Jr
Chase Thompson,Clemson,ACC,PF,6-8,215,2.0,1.1,0.3,0.2,0.1,0.3,8.8,26,0.5,0.368,0.615,Fr
Dillon Hunter,Clemson,ACC,SG,6-3,192,7.7,4.0,3.0,1.0,0.0,1.2,28.5,26,0.442,0.378,0.75,Sr
Jake Wahlin,Clemson,ACC,PF,6-10,212,5.7,4.0,0.7,0.3,0.3,0.6,20.9,26,0.431,0.375,0.714,Jr
Jestin Porter,Clemson,ACC,PG,6-1,180,10.0,1.9,1.3,1.3,0.2,0.8,27.7,26,0.361,0.338,0.804,Sr
Nick Davidson,Clemson,ACC,PF,6-10,238,9.5,4.0,1.2,0.5,0.4,1.2,22.1,26,0.54,0.382,0.704,Sr
RJ Godfrey,Clemson,ACC,PF,6-8,230,11.6,5.2,1.5,0.7,0.5,1.5,24.4,26,0.636,0.143,0.647,Sr
Zac Foster,Clemson,ACC,SG,6-4,180,6.9,2.8,2.5,0.4,0.3,1.3,18.6,12,0.31,0.277,0.818,Fr
Alon Michaeli,Colorado,Big 12,PF,6-9,229,7.5,4.2,1.0,0.5,0.3,1.0,18.0,24,0.406,0.288,0.682,Fr
Bangot Dak,Colorado,Big 12,PF,7-0,203,10.5,6.5,1.6,0.7,1.3,1.2,25.5,26,0.47,0.233,0.724,Jr
Barrington Hargress,Colorado,Big 12,PG,6-1,190,14.1,1.8,4.3,0.8,0.0,1.2,31.7,26,0.544,0.5,0.789,Jr
Elijah Malone,Colorado,Big 12,C,6-10,270,4.2,2.9,0.8,0.4,0.4,0.8,13.6,25,0.524,0.375,0.773,Sr
Fawaz Ifaola,Colorado,Big 12,C,7-0,245,1.0,2.4,0.4,0.4,0.4,0.2,8.6,14,1.0,0.0,0.0,Fr
Felix Kossaras,Colorado,Big 12,SG,6-6,192,4.7,1.6,0.5,0.6,0.3,0.5,17.8,24,0.513,0.378,0.682,So
Isaiah Johnson,Colorado,Big 12,PG,6-1,170,16.5,2.7,2.6,1.0,0.0,1.3,29.7,26,0.49,0.381,0.811,Fr
Jalin Holland,Colorado,Big 12,SG,6-5,200,4.5,2.4,0.9,0.7,0.3,0.8,15.8,24,0.398,0.257,0.583,Fr
Jon Mani,Colorado,Big 12,SG,6-7,190,2.9,1.6,0.5,0.5,0.2,0.7,13.9,30,0.33,0.306,0.471,So
Josiah Sanders,Colorado,Big 12,SG,6-5,210,4.2,2.5,1.5,0.5,0.0,0.8,16.5,26,0.448,0.091,0.5,Fr
Sebastian Rancik,Colorado,Big 12,PF,6-11,220,12.5,5.5,2.0,0.9,0.5,1.7,28.3,26,0.402,0.34,0.856,So
Austin Swartz,Creighton,Big East,SG,6-4,205,11.5,2.8,1.5,0.7,0.2,1.3,22.1,24,0.455,0.393,0.643,So
Blake Harper,Creighton,Big East,SG,6-7,220,8.6,4.2,1.4,0.6,0.1,1.3,19.8,26,0.455,0.354,0.779,So
Fedor Zugic,Creighton,Big East,SG,6-6,215,4.9,1.3,1.0,0.3,0.0,0.5,14.1,26,0.429,0.343,0.84,Jr
Hudson Greer,Creighton,Big East,SG,6-7,215,5.2,2.3,0.4,0.5,0.3,0.9,13.6,14,0.45,0.429,0.667,Fr
Isaac Traudt,Creighton,Big East,PF,6-10,235,6.8,2.5,0.6,0.1,0.0,0.5,18.7,26,0.393,0.376,0.833,Jr
Jasen Green,Creighton,Big East,PF,6-8,235,10.6,5.4,2.3,0.8,0.7,1.5,27.8,25,0.568,0.341,0.661,Jr
Josh Dix,Creighton,Big East,SG,6-6,205,12.0,3.6,2.7,0.9,0.2,1.0,32.7,26,0.414,0.313,0.867,Sr
Kerem Konan,Creighton,Big East,PF,6-9,235,2.6,1.9,0.4,0.2,0.4,0.4,8.5,22,0.6,0.0,0.625,Fr
Nik Graves,Creighton,Big East,PG,6-2,190,10.0,3.2,3.8,0.9,0.1,1.6,25.8,26,0.421,0.32,0.797,Sr
Owen Freeman,Creighton,Big East,PF,6-10,240,5.3,4.2,0.8,0.6,0.9,0.7,12.0,23,0.624,0.0,0.615,Jr
Ty Davis,Creighton,Big East,SG,6-4,190,1.5,1.7,1.2,0.4,0.0,1.0,12.4,25,0.344,0.211,0.8,So
Amsal Delalić,DePaul,Big East,SG,6-8,215,3.8,2.0,0.7,0.4,0.0,0.9,13.3,21,0.462,0.353,0.5,So
Brandon Maclin,DePaul,Big East,SG,6-3,215,9.7,4.5,2.6,1.3,0.3,1.5,25.5,22,0.443,0.273,0.685,Sr
CJ Gunn,DePaul,Big East,SG,6-7,200,13.8,3.6,2.0,1.1,0.8,2.1,27.8,25,0.423,0.346,0.746,Sr
Fabián Flores,DePaul,Big East,C,7-2,250,3.1,3.1,0.4,0.4,0.5,0.4,11.5,21,0.703,0.0,0.667,Fr
Jeremy Lorenz,DePaul,Big East,PF,6-8,230,2.2,1.8,1.0,0.7,0.1,0.9,10.4,9,0.6,0.0,0.5,Jr
Kaleb Banks,DePaul,Big East,PF,6-8,215,6.1,2.8,0.5,0.3,0.3,0.7,17.0,25,0.44,0.358,0.755,Sr
Kruz McClure,DePaul,Big East,SG,6-6,185,5.4,1.5,1.6,0.7,0.1,1.5,17.5,21,0.337,0.3,0.733,Fr
Layden Blocker,DePaul,Big East,PG,6-2,195,11.8,2.5,3.5,1.7,0.4,2.2,29.6,25,0.394,0.338,0.837,Jr
NJ Benson,DePaul,Big East,PF,6-8,235,10.5,7.1,1.2,0.2,0.8,1.2,24.6,25,0.62,0.0,0.5,Sr
RJ Smith,DePaul,Big East,SG,6-3,195,7.5,2.6,2.6,0.6,0.3,1.2,28.9,25,0.39,0.337,0.75,Jr
Théo Pierre-Justin,DePaul,Big East,PF,6-10,215,3.8,2.6,1.0,0.4,0.1,0.5,15.3,23,0.395,0.356,0.611,So
Caleb Foster,Duke,ACC,SG,6-5,205,8.7,3.7,2.5,0.3,0.1,1.2,26.4,25,0.458,0.385,0.553,Jr
Cameron Boozer,Duke,ACC,PF,6-9,250,22.8,9.9,4.0,1.8,0.6,2.3,33.1,25,0.575,0.388,0.766,Fr
Cayden Boozer,Duke,ACC,SG,6-4,205,6.4,2.1,2.8,0.8,0.1,1.3,20.5,25,0.491,0.3,0.755,Fr
Dame Sarr,Duke,ACC,SG,6-8,190,5.8,3.4,1.0,1.0,0.3,1.2,21.0,25,0.387,0.313,0.548,Fr
Darren Harris,Duke,ACC,SG,6-5,195,3.3,0.7,0.5,0.3,0.0,0.1,9.6,24,0.377,0.333,0.692,So
Isaiah Evans,Duke,ACC,SG,6-6,180,14.4,3.1,1.2,0.9,0.8,1.1,27.8,25,0.422,0.356,0.887,So
Maliq Brown,Duke,ACC,PF,6-9,225,4.8,4.5,1.8,1.7,0.4,1.1,19.3,25,0.625,0.158,0.5,Sr
Nikolas Khamenia,Duke,ACC,SG,6-8,215,5.3,2.9,1.1,0.6,0.0,1.0,18.2,25,0.444,0.324,0.697,Fr
Patrick Ngongba II,Duke,ACC,C,6-11,250,10.5,6.2,2.0,0.7,1.3,1.4,22.5,24,0.608,0.269,0.683,So
AJ Brown,Florida,SEC,SG,6-4,210,13.2,3.2,1.1,1.3,0.1,1.2,26.6,29,0.471,0.388,0.82,Jr
Alex Condon,Florida,SEC,PF,6-11,230,13.3,8.0,3.5,0.7,1.5,2.4,30.4,24,0.511,0.133,0.643,Jr
Boogie Fland,Florida,SEC,SG,6-3,185,11.3,2.5,3.7,2.0,0.1,1.7,30.2,25,0.417,0.181,0.714,So
Isaiah Brown,Florida,SEC,SG,6-4,210,5.1,2.2,0.6,0.3,0.3,0.3,11.6,23,0.471,0.364,0.774,So
Micah Handlogten,Florida,SEC,C,7-1,260,4.4,6.0,0.6,0.4,0.9,0.8,14.8,24,0.658,0.0,0.391,Sr
Rueben Chinyelu,Florida,SEC,C,6-10,265,11.7,11.8,0.6,0.7,1.1,1.5,24.4,25,0.607,0.0,0.685,Jr
Thomas Haugh,Florida,SEC,PF,6-9,215,17.5,6.3,2.1,1.0,0.9,1.6,33.9,25,0.467,0.338,0.741,Jr
